current_time	Ndate	Sdate	Shift	customer	tester	status	step	maxsites	runsiteqty	device	family	SE	Class
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVO	QAMT23	SETUPW_L	RT1       	6	0	ANX5562MTF	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVO	QAMT24	RUNR	MT        	6	0	AIHMIT8U5	nan	馬克(Mark)	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	XST	QAMT26	IDLE_L	MT        	6	0	None	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	AMI	QAMT28	IDLE_L	          	6	0	None	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVO	QAMT29	REPAIR	MT        	6	0	NUC972DF71Y	nan	馬克(Mark)	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT30	IDLE_L	MT        	6	0	MT9011OSAT/CBZCCA34-H	5867	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT31	IDLE	EQC       	6	0	MS7241A/Q0ZAHHC2020-CLG-H	MS7241	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT32	SETUPW	MT        	6	0	MS7232Z1U/6WAZAA20-L	MS7232	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT33	RUNP	MT        	6	5	MT5711CNAT/DAACB20-H	5711	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT34	REPAIR	MT        	6	0	MT9649BAAT/BBZAHHB-H	5879	蕭嘉正	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVO	QAMT35	IDLE_L	RT1       	6	0	N32901R1DN	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT36	RUN	MT        	6	6	MT9270DABJ/ABZBCA343434-MA2-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT37	DOWN	EQC       	6	0	MT9270DABJ/ABZBCA343434-MA2-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	XSG	QAMT38	IDLE_L	EQC       	6	0	SSC377D	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT39	REPAIR	EQC       	6	0	MT5691IAAT/AAZAHHD343434-P34-H	5871	蕭嘉正	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT40	RUN	RT3       	6	6	MT9629IAAT/DCZAHHD050505-P05-H	5871	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT41	IDLE_L	EQC       	6	0	MS7245CI7U/60AZAA20-L	MS7245	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT42	RUNP	MT2       	6	5	MX3067J/D0ZAHHA202020-H	MX3067	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT43	RUN	MT        	6	6	MT5583GAAT/ABZAHHD2020-H	5870	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT44	RUN	MT-2      	6	6	MS7236OA0N/B0AZAA01-L	MS7236	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT45	SETUPW	EQC       	6	0	MS7244Z1I/M3ZACC3434-H	MS7244	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT46	IDLE_L	RT1       	6	0	MT9603EAAT/BDZACC3434-E-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT47	IDLE_L	MT        	6	0	MT9603EAAT/BDZACC3434-E-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT48	IDLE_L	MT        	6	0	MT9011OSAT/CBZCCA34-H	5867	None	B
