current_time,Ndate,Sdate,Shift,customer,tester,status,step,maxsites,runsiteqty,device,family,SE,Class,RowID
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT213,RUNP,MT        ,6,3,MT9701KSMU/AGAHHB05-L,9701,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT214,DOWN,MT        ,6,0,MS7250051I/L6ACC2020-H,MS7250,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT215,RUN,MT        ,6,6,MT9010PBAT/BBZBHHA202020-H,5870,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT216,RUN,MT        ,6,6,MT9612IAAT/PBZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT217,RUN,MT-1      ,6,6,MT9020IAAT/HBZAHHD202020-P20-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT218,RUN,MT        ,6,6,MT9011CEAT/BBZACC2020-H,5867,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT219,IDLE_L,MT        ,6,0,MS7239OD5T/G0ZAHHB-I-H,MS7239,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT22,IDLE_L,MT        ,6,0,MS7239OD5T/G0ZAHHB-I-H,MS7239,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT220,RUN,EQC       ,6,6,MT9033BAAJ/BCZBCB343434-CLG34-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT221,SETUPW_L,EQC       ,6,0,MT9512EIN/OLAHHC-L,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,JMT,QAMT222,RUNP,MT        ,6,5,JR0168A2-MAAB,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,HIM,QAMT223,RUN,EQC       ,6,6,F8890J00DDGG000,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,HIM,QAMT224,ENG_L,MT        ,6,0,TEST,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVO,QAMT23,RUNP,MT        ,6,4,NUC976DK51Y,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVO,QAMT24,SETUPW,MT        ,6,0,MA35H04F764C,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,XST,QAMT26,IDLE_L,MT        ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,AMI,QAMT28,IDLE_L,          ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVO,QAMT29,RUN,MT        ,6,6,NUC972DF63YC,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT30,RUN,RT1       ,6,6,MT9011CSAT/BBZACC2020-H,5867,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT31,ENG_L,MT        ,6,0,MT9653BAKT/ABZAHHB-P-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT32,RUN,EQC       ,6,6,MS7241A/Q0ZAHHC2020-CLG-H,MS7241,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT33,RUNR,MT        ,6,0,MT5711CNOT/DAACB20-H,5711,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT34,RUN,MT        ,6,6,MT9653BACT/ABZAHHB-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVO,QAMT35,SETUPW_L,RT3       ,6,0,NM1520LD2AE,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT36,RUN,MT        ,6,6,MT9270DAAJ/ABZBCA343434-MA2-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT37,DOWN,MT        ,6,0,MT9270DAAJ/ABZBCA343434-MA2-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,XSG,QAMT38,RUN,MT        ,6,6,SSC377D,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT39,RUN,MT        ,6,6,MT9611IAAT/IBZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT40,RUN,MT        ,6,6,MT9612IAAT/PBZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT41,RUN,MT        ,6,6,MT9255BCAN/AAZBXDA2020-L,5862,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT42,IDLE_L,RT1       ,6,0,MT9255BADN/AAZAXDC2020-L,5862,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT43,RUNP,MT        ,6,5,MT9288GAAT/ABZAHIA2020-H,5870,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT44,RUNP,MT        ,6,1,MS72320G0N/51AZAA20-L,MS7232,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT45,RUN,MT        ,6,6,MT9255BADN/AAZAXDC2020-L,5862,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT46,RUN,MT        ,6,6,MT9255BCAN/AAZBXDA2020-L,5862,,,
